CHEQUEESPECIAL;USO_CREDITO;HISTORICO_CREDITO;PROPOSITO;BALANCO_ATUAL;BALANCO_MEDIO_CREDITO;EMPREGADO;LOCAL;ESTADOCIVIL;OUTRASFUNCOES;RESIDENCIADESDE;TIPOSBENS;IDADE;OUTROSPLANOSPGTO;RESIDENCIA;CREDITOSEXISTENTES;EMPREGO;DEPENDENTES;TRABAESTRANGEIRO;CLASSE
0<=X<200;9;existente e pago;carro novo;1549;nenhuma economia conhecida;<1;4;masculino solteiro;nenhum;2;bens imóveis;35;nenhum;própria;1;unemp/unespecializado non res;1;sim;bom
sem cheque;24;crítica / outros de crédito existente;educação;1597;<100;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;54;nenhum;gratuitamente;2;especializado;2;sim;bom
0<=X<200;18;crítica / outros de crédito existente;Computador/TV;1795;<100;>=7;3;fem div/cas;fiador;4;bens imóveis;48;banco;alugada;2;não especializado;1;sim;bom
<0;20;crítica / outros de crédito existente;mobilia/equipamento;4272;<100;>=7;1;fem div/cas;nenhum;4;seguro de vida;24;nenhum;própria;2;especializado;1;sim;bom
sem cheque;12;crítica / outros de crédito existente;Computador/TV;976;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;carro;35;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;12;existente e pago;carro novo;7472;nenhuma economia conhecida;desempregado;1;fem div/cas;nenhum;2;bens imóveis;24;nenhum;alugada;1;unemp/unespecializado non res;1;sim;bom
<0;36;existente e pago;carro novo;9271;<100;4<=X<7;2;masculino solteiro;nenhum;1;carro;24;nenhum;própria;1;especializado;1;sim;ruim
0<=X<200;6;existente e pago;Computador/TV;590;<100;<1;3;masculino casado/viuvo;nenhum;3;bens imóveis;26;nenhum;própria;1;não especializado;1;não;bom
sem cheque;12;crítica / outros de crédito existente;Computador/TV;930;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;bens imóveis;65;nenhum;própria;4;especializado;1;sim;bom
0<=X<200;42;todos pagos;carro usado;9283;<100;desempregado;1;masculino solteiro;nenhum;2;nenhuma conhecida;55;banco;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;15;sem créditos/todos pagos;carro novo;1778;<100;<1;2;fem div/cas;nenhum;1;bens imóveis;26;nenhum;alugada;2;unemp/unespecializado non res;1;sim;ruim
0<=X<200;8;existente e pago;negócios;907;<100;<1;3;masculino casado/viuvo;nenhum;2;bens imóveis;26;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;6;existente e pago;Computador/TV;484;<100;4<=X<7;3;masculino casado/viuvo;fiador;3;bens imóveis;28;banco;própria;1;não especializado;1;sim;bom
<0;36;crítica / outros de crédito existente;carro usado;9629;<100;4<=X<7;4;masculino solteiro;nenhum;4;carro;24;nenhum;própria;2;especializado;1;sim;ruim
<0;48;existente e pago;Eletrodomésticos;3051;<100;1<=X<4;3;masculino solteiro;nenhum;4;carro;54;nenhum;própria;1;especializado;1;sim;ruim
<0;48;existente e pago;carro novo;3931;<100;4<=X<7;4;masculino solteiro;nenhum;4;nenhuma conhecida;46;nenhum;gratuitamente;1;especializado;2;sim;ruim
0<=X<200;36;atrasos anteriores;carro novo;7432;<100;1<=X<4;2;fem div/cas;nenhum;2;seguro de vida;54;nenhum;alugada;1;especializado;1;sim;bom
sem cheque;6;existente e pago;Eletrodomésticos;1338;500<=X<1000;1<=X<4;1;masculino div/sep;nenhum;4;bens imóveis;62;nenhum;própria;1;especializado;1;sim;bom
sem cheque;6;crítica / outros de crédito existente;Computador/TV;1554;<100;4<=X<7;1;fem div/cas;nenhum;2;carro;24;nenhum;alugada;2;especializado;1;sim;bom
<0;36;existente e pago;outros;15857;<100;desempregado;2;masculino div/sep;co requerente;3;carro;43;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
<0;18;existente e pago;Computador/TV;1345;<100;1<=X<4;4;masculino casado/viuvo;nenhum;3;bens imóveis;26;banco;própria;1;especializado;1;sim;ruim
sem cheque;12;existente e pago;carro novo;1101;<100;1<=X<4;3;masculino casado/viuvo;nenhum;2;bens imóveis;27;nenhum;própria;2;especializado;1;sim;bom
>=200;12;existente e pago;Computador/TV;3016;<100;1<=X<4;3;masculino casado/viuvo;nenhum;1;carro;24;nenhum;própria;1;especializado;1;sim;bom
<0;36;existente e pago;mobilia/equipamento;2712;<100;>=7;2;masculino solteiro;nenhum;2;seguro de vida;41;banco;própria;1;especializado;2;sim;ruim
<0;8;crítica / outros de crédito existente;carro novo;731;<100;>=7;4;masculino solteiro;nenhum;4;bens imóveis;47;nenhum;própria;2;não especializado;1;sim;bom
sem cheque;18;crítica / outros de crédito existente;mobilia/equipamento;3780;<100;<1;3;masculino div/sep;nenhum;2;carro;35;nenhum;própria;2;alta qualificação/autonomo/Gerente;1;sim;bom
<0;21;crítica / outros de crédito existente;carro novo;1602;<100;>=7;4;masculino casado/viuvo;nenhum;3;carro;30;nenhum;própria;2;especializado;1;sim;bom
<0;18;crítica / outros de crédito existente;carro novo;3966;<100;>=7;1;fem div/cas;nenhum;4;bens imóveis;33;banco;alugada;3;especializado;1;sim;ruim
sem cheque;18;sem créditos/todos pagos;negócios;4165;<100;1<=X<4;2;masculino solteiro;nenhum;2;carro;36;stores;própria;2;especializado;2;sim;ruim
<0;36;existente e pago;carro usado;8335;nenhuma economia conhecida;>=7;3;masculino solteiro;nenhum;4;nenhuma conhecida;47;nenhum;gratuitamente;1;especializado;1;sim;ruim
0<=X<200;48;atrasos anteriores;negócios;6681;nenhuma economia conhecida;1<=X<4;4;masculino solteiro;nenhum;4;nenhuma conhecida;38;nenhum;gratuitamente;1;especializado;2;sim;bom
sem cheque;24;atrasos anteriores;negócios;2375;500<=X<1000;1<=X<4;4;masculino solteiro;nenhum;2;carro;44;nenhum;própria;2;especializado;2;sim;bom
<0;18;existente e pago;carro novo;1216;<100;<1;4;fem div/cas;nenhum;3;carro;23;nenhum;alugada;1;especializado;1;sim;ruim
<0;45;sem créditos/todos pagos;negócios;11816;<100;>=7;2;masculino solteiro;nenhum;4;carro;29;nenhum;alugada;2;especializado;1;sim;ruim
0<=X<200;24;existente e pago;Computador/TV;5084;nenhuma economia conhecida;>=7;2;fem div/cas;nenhum;4;carro;42;nenhum;própria;1;especializado;1;sim;bom
>=200;15;existente e pago;Computador/TV;2327;<100;<1;2;fem div/cas;nenhum;3;bens imóveis;25;nenhum;própria;1;não especializado;1;sim;ruim
<0;12;sem créditos/todos pagos;carro novo;1082;<100;1<=X<4;4;masculino solteiro;nenhum;4;carro;48;banco;própria;2;especializado;1;sim;ruim
sem cheque;12;existente e pago;Computador/TV;886;nenhuma economia conhecida;1<=X<4;4;fem div/cas;nenhum;2;carro;21;nenhum;própria;1;especializado;1;sim;bom
sem cheque;4;existente e pago;mobilia/equipamento;601;<100;<1;1;fem div/cas;nenhum;3;bens imóveis;23;nenhum;alugada;1;não especializado;2;sim;bom
<0;24;crítica / outros de crédito existente;carro usado;2957;<100;>=7;4;masculino solteiro;nenhum;4;seguro de vida;63;nenhum;própria;2;especializado;1;sim;bom
sem cheque;24;crítica / outros de crédito existente;Computador/TV;2611;<100;>=7;4;masculino casado/viuvo;co requerente;3;bens imóveis;46;nenhum;própria;2;especializado;1;sim;bom
<0;36;existente e pago;mobilia/equipamento;5179;<100;4<=X<7;4;masculino solteiro;nenhum;2;seguro de vida;29;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;21;atrasos anteriores;carro usado;2993;<100;1<=X<4;3;masculino solteiro;nenhum;2;bens imóveis;28;stores;própria;2;não especializado;1;sim;bom
sem cheque;18;existente e pago;obras;1943;<100;<1;4;fem div/cas;nenhum;4;bens imóveis;23;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;24;todos pagos;negócios;1559;<100;4<=X<7;4;masculino solteiro;nenhum;4;carro;50;banco;própria;1;especializado;1;sim;bom
sem cheque;18;existente e pago;mobilia/equipamento;3422;<100;>=7;4;masculino solteiro;nenhum;4;seguro de vida;47;banco;própria;3;especializado;2;sim;bom
0<=X<200;21;existente e pago;mobilia/equipamento;3976;nenhuma economia conhecida;4<=X<7;2;masculino solteiro;nenhum;3;carro;35;nenhum;própria;1;especializado;1;sim;bom
sem cheque;18;existente e pago;carro novo;6761;nenhuma economia conhecida;1<=X<4;2;masculino solteiro;nenhum;4;carro;68;nenhum;alugada;2;especializado;1;sim;ruim
sem cheque;24;existente e pago;carro novo;1249;<100;<1;4;masculino casado/viuvo;nenhum;2;bens imóveis;28;nenhum;própria;1;especializado;1;sim;bom
<0;9;existente e pago;Computador/TV;1364;<100;4<=X<7;3;masculino solteiro;nenhum;4;bens imóveis;59;nenhum;própria;1;especializado;1;sim;bom
<0;12;existente e pago;Computador/TV;709;<100;>=7;4;masculino solteiro;nenhum;4;bens imóveis;57;stores;própria;1;não especializado;1;sim;ruim
<0;20;crítica / outros de crédito existente;carro novo;2235;<100;1<=X<4;4;masculino casado/viuvo;fiador;2;seguro de vida;33;banco;alugada;2;especializado;1;não;ruim
sem cheque;24;crítica / outros de crédito existente;carro usado;4042;nenhuma economia conhecida;4<=X<7;3;masculino solteiro;nenhum;4;seguro de vida;43;nenhum;própria;2;especializado;1;sim;bom
sem cheque;15;crítica / outros de crédito existente;Computador/TV;1471;<100;1<=X<4;4;masculino solteiro;nenhum;4;nenhuma conhecida;35;nenhum;gratuitamente;2;especializado;1;sim;bom
<0;18;todos pagos;carro novo;1442;<100;4<=X<7;4;masculino solteiro;nenhum;4;nenhuma conhecida;32;nenhum;gratuitamente;2;não especializado;2;sim;ruim
sem cheque;36;atrasos anteriores;carro novo;10875;<100;>=7;2;masculino solteiro;nenhum;2;carro;45;nenhum;própria;2;especializado;2;sim;bom
sem cheque;24;existente e pago;carro novo;1474;100<=X<500;<1;4;masculino casado/viuvo;nenhum;3;bens imóveis;33;nenhum;própria;1;especializado;1;sim;bom
sem cheque;10;existente e pago;qualificação;894;nenhuma economia conhecida;4<=X<7;4;fem div/cas;nenhum;3;seguro de vida;40;nenhum;própria;1;especializado;1;sim;bom
sem cheque;15;crítica / outros de crédito existente;mobilia/equipamento;3343;<100;1<=X<4;4;masculino solteiro;nenhum;2;nenhuma conhecida;28;nenhum;gratuitamente;1;especializado;1;sim;bom
<0;15;existente e pago;carro novo;3959;<100;1<=X<4;3;fem div/cas;nenhum;2;seguro de vida;29;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;9;existente e pago;carro novo;3577;100<=X<500;1<=X<4;1;masculino solteiro;fiador;2;bens imóveis;26;nenhum;alugada;1;especializado;2;não;bom
sem cheque;24;crítica / outros de crédito existente;carro usado;5804;>=1000;1<=X<4;4;masculino solteiro;nenhum;2;bens imóveis;27;nenhum;própria;2;especializado;1;sim;bom
sem cheque;18;atrasos anteriores;negócios;2169;<100;1<=X<4;4;masculino casado/viuvo;nenhum;2;carro;28;nenhum;própria;1;especializado;1;sim;ruim
<0;24;existente e pago;Computador/TV;2439;<100;<1;4;fem div/cas;nenhum;4;bens imóveis;35;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;27;crítica / outros de crédito existente;mobilia/equipamento;4526;>=1000;<1;4;masculino solteiro;nenhum;2;bens imóveis;32;stores;própria;2;não especializado;2;sim;bom
sem cheque;10;existente e pago;mobilia/equipamento;2210;<100;1<=X<4;2;masculino solteiro;nenhum;2;bens imóveis;25;banco;alugada;1;não especializado;1;sim;ruim
sem cheque;15;existente e pago;mobilia/equipamento;2221;500<=X<1000;1<=X<4;2;fem div/cas;nenhum;4;carro;20;nenhum;alugada;1;especializado;1;sim;bom
<0;18;existente e pago;Computador/TV;2389;<100;<1;4;fem div/cas;nenhum;1;carro;27;stores;própria;1;especializado;1;sim;bom
sem cheque;12;crítica / outros de crédito existente;mobilia/equipamento;3331;<100;>=7;2;masculino solteiro;nenhum;4;seguro de vida;42;stores;própria;1;especializado;1;sim;bom
sem cheque;36;existente e pago;negócios;7409;nenhuma economia conhecida;>=7;3;masculino solteiro;nenhum;2;seguro de vida;37;nenhum;própria;2;especializado;1;sim;bom
<0;12;existente e pago;mobilia/equipamento;652;<100;>=7;4;fem div/cas;nenhum;4;seguro de vida;24;nenhum;alugada;1;especializado;1;sim;bom
sem cheque;36;atrasos anteriores;mobilia/equipamento;7678;500<=X<1000;4<=X<7;2;fem div/cas;nenhum;4;carro;40;nenhum;própria;2;especializado;1;sim;bom
>=200;6;crítica / outros de crédito existente;carro novo;1343;<100;>=7;1;masculino solteiro;nenhum;4;bens imóveis;46;nenhum;própria;2;especializado;2;não;bom
<0;24;crítica / outros de crédito existente;negócios;1382;100<=X<500;4<=X<7;4;masculino solteiro;nenhum;1;bens imóveis;26;nenhum;própria;2;especializado;1;sim;bom
sem cheque;15;existente e pago;Eletrodomésticos;874;nenhuma economia conhecida;<1;4;fem div/cas;nenhum;1;bens imóveis;24;nenhum;própria;1;especializado;1;sim;bom
<0;12;existente e pago;mobilia/equipamento;3590;<100;1<=X<4;2;masculino solteiro;co requerente;2;seguro de vida;29;nenhum;própria;1;não especializado;2;sim;bom
0<=X<200;11;crítica / outros de crédito existente;carro novo;1322;>=1000;1<=X<4;4;fem div/cas;nenhum;4;carro;40;nenhum;própria;2;especializado;1;sim;bom
<0;18;todos pagos;Computador/TV;1940;<100;<1;3;masculino solteiro;co requerente;4;nenhuma conhecida;36;banco;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;36;existente e pago;Computador/TV;3595;<100;>=7;4;masculino solteiro;nenhum;2;carro;28;nenhum;própria;1;especializado;1;sim;bom
<0;9;existente e pago;carro novo;1422;<100;<1;3;masculino solteiro;nenhum;2;nenhuma conhecida;27;nenhum;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;ruim
sem cheque;30;crítica / outros de crédito existente;Computador/TV;6742;nenhuma economia conhecida;4<=X<7;2;masculino solteiro;nenhum;3;seguro de vida;36;nenhum;própria;2;especializado;1;sim;bom
sem cheque;24;existente e pago;carro usado;7814;<100;4<=X<7;3;masculino solteiro;nenhum;3;carro;38;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;24;existente e pago;carro usado;9277;nenhuma economia conhecida;1<=X<4;2;masculino div/sep;nenhum;4;nenhuma conhecida;48;nenhum;gratuitamente;1;especializado;1;sim;bom
0<=X<200;30;crítica / outros de crédito existente;carro novo;2181;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;bens imóveis;36;nenhum;própria;2;especializado;1;sim;bom
sem cheque;18;crítica / outros de crédito existente;Computador/TV;1098;<100;desempregado;4;fem div/cas;nenhum;4;carro;65;nenhum;própria;2;unemp/unespecializado non res;1;sim;bom
0<=X<200;24;existente e pago;mobilia/equipamento;4057;<100;4<=X<7;3;masculino div/sep;nenhum;3;carro;43;nenhum;própria;1;especializado;1;sim;ruim
<0;12;existente e pago;educação;795;<100;<1;4;fem div/cas;nenhum;4;seguro de vida;53;nenhum;própria;1;especializado;1;sim;ruim
0<=X<200;24;crítica / outros de crédito existente;negócios;2825;nenhuma economia conhecida;4<=X<7;4;masculino solteiro;nenhum;3;nenhuma conhecida;34;nenhum;própria;2;especializado;2;sim;bom
0<=X<200;48;existente e pago;negócios;15672;<100;1<=X<4;2;masculino solteiro;nenhum;2;carro;23;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;36;crítica / outros de crédito existente;carro novo;6614;<100;>=7;4;masculino solteiro;nenhum;4;carro;34;nenhum;própria;2;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;28;todos pagos;carro usado;7824;nenhuma economia conhecida;<1;3;masculino solteiro;fiador;4;bens imóveis;40;banco;alugada;2;especializado;2;sim;bom
<0;27;crítica / outros de crédito existente;negócios;2442;<100;>=7;4;masculino solteiro;nenhum;4;carro;43;stores;própria;4;alta qualificação/autonomo/Gerente;2;sim;bom
sem cheque;15;crítica / outros de crédito existente;Computador/TV;1829;<100;>=7;4;masculino solteiro;nenhum;4;carro;46;nenhum;própria;2;especializado;1;sim;bom
<0;12;crítica / outros de crédito existente;carro novo;2171;<100;1<=X<4;4;masculino solteiro;nenhum;4;seguro de vida;38;banco;própria;2;não especializado;1;não;bom
0<=X<200;36;crítica / outros de crédito existente;carro usado;5800;<100;1<=X<4;3;masculino solteiro;nenhum;4;carro;34;nenhum;própria;2;especializado;1;sim;bom
sem cheque;18;crítica / outros de crédito existente;Computador/TV;1169;nenhuma economia conhecida;1<=X<4;4;masculino solteiro;nenhum;3;seguro de vida;29;nenhum;própria;2;especializado;1;sim;bom
sem cheque;36;atrasos anteriores;carro usado;8947;nenhuma economia conhecida;4<=X<7;3;masculino solteiro;nenhum;2;carro;31;stores;própria;1;alta qualificação/autonomo/Gerente;2;sim;bom
<0;21;existente e pago;Computador/TV;2606;<100;<1;4;fem div/cas;nenhum;4;seguro de vida;28;nenhum;alugada;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;12;crítica / outros de crédito existente;mobilia/equipamento;1592;>=1000;4<=X<7;3;fem div/cas;nenhum;2;seguro de vida;35;nenhum;própria;1;especializado;1;não;bom
sem cheque;15;existente e pago;mobilia/equipamento;2186;nenhuma economia conhecida;4<=X<7;1;fem div/cas;nenhum;4;bens imóveis;33;banco;alugada;1;não especializado;1;sim;bom
<0;18;existente e pago;mobilia/equipamento;4153;<100;1<=X<4;2;masculino solteiro;co requerente;3;carro;42;nenhum;própria;1;especializado;1;sim;ruim
<0;16;crítica / outros de crédito existente;carro novo;2625;<100;>=7;2;masculino solteiro;fiador;4;seguro de vida;43;banco;alugada;1;especializado;1;sim;ruim
sem cheque;20;crítica / outros de crédito existente;carro novo;3485;nenhuma economia conhecida;<1;2;masculino div/sep;nenhum;4;bens imóveis;44;nenhum;própria;2;especializado;1;sim;bom
sem cheque;36;crítica / outros de crédito existente;carro usado;10477;nenhuma economia conhecida;>=7;2;masculino solteiro;nenhum;4;nenhuma conhecida;42;nenhum;gratuitamente;2;especializado;1;sim;bom
sem cheque;15;existente e pago;Computador/TV;1386;nenhuma economia conhecida;1<=X<4;4;masculino casado/viuvo;nenhum;2;bens imóveis;40;nenhum;alugada;1;especializado;1;sim;bom
sem cheque;24;existente e pago;Computador/TV;1278;<100;>=7;4;masculino solteiro;nenhum;1;bens imóveis;36;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
<0;12;existente e pago;Computador/TV;1107;<100;1<=X<4;2;masculino solteiro;nenhum;2;bens imóveis;20;nenhum;alugada;1;alta qualificação/autonomo/Gerente;2;sim;bom
<0;21;existente e pago;carro novo;3763;nenhuma economia conhecida;4<=X<7;2;masculino solteiro;co requerente;2;bens imóveis;24;nenhum;própria;1;não especializado;1;não;bom
0<=X<200;36;existente e pago;educação;3711;nenhuma economia conhecida;1<=X<4;2;masculino casado/viuvo;nenhum;2;carro;27;nenhum;própria;1;especializado;1;sim;bom
sem cheque;15;atrasos anteriores;carro usado;3594;<100;<1;1;fem div/cas;nenhum;2;seguro de vida;46;nenhum;própria;2;não especializado;1;sim;bom
0<=X<200;9;existente e pago;carro novo;3195;nenhuma economia conhecida;1<=X<4;1;fem div/cas;nenhum;2;bens imóveis;33;nenhum;própria;1;não especializado;1;sim;bom
sem cheque;36;atrasos anteriores;Computador/TV;4454;<100;1<=X<4;4;fem div/cas;nenhum;4;bens imóveis;34;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;24;crítica / outros de crédito existente;mobilia/equipamento;4736;<100;<1;2;fem div/cas;nenhum;4;carro;25;banco;própria;1;não especializado;1;sim;ruim
0<=X<200;30;existente e pago;Computador/TV;2991;nenhuma economia conhecida;>=7;2;fem div/cas;nenhum;4;carro;25;nenhum;própria;1;especializado;1;sim;bom
sem cheque;11;existente e pago;negócios;2142;>=1000;>=7;1;masculino div/sep;nenhum;2;bens imóveis;28;nenhum;própria;1;especializado;1;sim;bom
<0;24;todos pagos;negócios;3161;<100;1<=X<4;4;masculino solteiro;nenhum;2;seguro de vida;31;nenhum;alugada;1;especializado;1;sim;ruim
0<=X<200;48;sem créditos/todos pagos;outros;18424;<100;1<=X<4;1;fem div/cas;nenhum;2;seguro de vida;32;banco;própria;1;alta qualificação/autonomo/Gerente;1;não;ruim
sem cheque;10;existente e pago;carro usado;2848;100<=X<500;1<=X<4;1;masculino solteiro;co requerente;2;bens imóveis;32;nenhum;própria;1;especializado;2;sim;bom
<0;6;existente e pago;carro novo;14896;<100;>=7;1;masculino solteiro;nenhum;4;nenhuma conhecida;68;banco;própria;1;alta qualificação/autonomo/Gerente;1;sim;ruim
<0;24;existente e pago;mobilia/equipamento;2359;100<=X<500;desempregado;1;masculino div/sep;nenhum;1;seguro de vida;33;nenhum;própria;1;especializado;1;sim;ruim
<0;24;existente e pago;mobilia/equipamento;3345;<100;>=7;4;masculino solteiro;nenhum;2;seguro de vida;39;nenhum;alugada;1;alta qualificação/autonomo/Gerente;1;sim;ruim
sem cheque;18;crítica / outros de crédito existente;mobilia/equipamento;1817;<100;1<=X<4;4;fem div/cas;nenhum;2;nenhuma conhecida;28;nenhum;própria;2;especializado;1;sim;bom
sem cheque;48;atrasos anteriores;Computador/TV;12749;500<=X<1000;4<=X<7;4;masculino solteiro;nenhum;1;carro;37;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
<0;9;existente e pago;Computador/TV;1366;<100;<1;3;fem div/cas;nenhum;4;seguro de vida;22;nenhum;alugada;1;especializado;1;sim;ruim
0<=X<200;12;existente e pago;carro novo;2002;<100;4<=X<7;3;masculino solteiro;nenhum;4;seguro de vida;30;nenhum;alugada;1;especializado;2;sim;bom
<0;24;todos pagos;mobilia/equipamento;6872;<100;<1;2;masculino div/sep;nenhum;1;seguro de vida;55;banco;própria;1;especializado;1;sim;ruim
<0;12;todos pagos;carro novo;697;<100;<1;4;masculino solteiro;nenhum;2;carro;46;banco;própria;2;especializado;1;sim;ruim
<0;18;crítica / outros de crédito existente;mobilia/equipamento;1049;<100;<1;4;fem div/cas;nenhum;4;seguro de vida;21;nenhum;alugada;1;especializado;1;sim;bom
<0;48;existente e pago;carro usado;10297;<100;4<=X<7;4;masculino solteiro;nenhum;4;nenhuma conhecida;39;stores;gratuitamente;3;especializado;2;sim;ruim
sem cheque;30;existente e pago;Computador/TV;1867;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;carro;58;nenhum;própria;1;especializado;1;sim;bom
<0;12;atrasos anteriores;carro novo;1344;<100;1<=X<4;4;masculino solteiro;nenhum;2;bens imóveis;43;nenhum;própria;2;não especializado;2;sim;bom
<0;24;existente e pago;mobilia/equipamento;1747;<100;<1;4;masculino solteiro;co requerente;1;seguro de vida;24;nenhum;própria;1;não especializado;1;não;bom
0<=X<200;9;existente e pago;Computador/TV;1670;<100;<1;4;fem div/cas;nenhum;2;carro;22;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;9;crítica / outros de crédito existente;carro novo;1224;<100;1<=X<4;3;masculino solteiro;nenhum;1;bens imóveis;30;nenhum;própria;2;especializado;1;sim;bom
sem cheque;12;crítica / outros de crédito existente;Computador/TV;522;500<=X<1000;>=7;4;masculino solteiro;nenhum;4;seguro de vida;42;nenhum;própria;2;especializado;2;sim;bom
<0;12;existente e pago;Computador/TV;1498;<100;1<=X<4;4;fem div/cas;nenhum;1;carro;23;banco;própria;1;especializado;1;sim;bom
0<=X<200;30;atrasos anteriores;Computador/TV;1919;100<=X<500;<1;4;masculino solteiro;nenhum;3;nenhuma conhecida;30;stores;própria;2;alta qualificação/autonomo/Gerente;1;sim;ruim
>=200;9;existente e pago;Computador/TV;745;<100;1<=X<4;3;fem div/cas;nenhum;2;bens imóveis;28;nenhum;própria;1;não especializado;1;sim;ruim
0<=X<200;6;existente e pago;Computador/TV;2063;<100;<1;4;masculino casado/viuvo;nenhum;3;carro;30;nenhum;alugada;1;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;60;existente e pago;educação;6288;<100;1<=X<4;4;masculino solteiro;nenhum;4;nenhuma conhecida;42;nenhum;gratuitamente;1;especializado;1;sim;ruim
sem cheque;24;crítica / outros de crédito existente;carro usado;6842;nenhuma economia conhecida;1<=X<4;2;masculino solteiro;nenhum;4;seguro de vida;46;nenhum;própria;2;alta qualificação/autonomo/Gerente;2;sim;bom
sem cheque;12;existente e pago;carro novo;3527;nenhuma economia conhecida;<1;2;masculino solteiro;nenhum;3;seguro de vida;45;nenhum;própria;1;alta qualificação/autonomo/Gerente;2;sim;bom
sem cheque;10;existente e pago;carro novo;1546;<100;1<=X<4;3;masculino solteiro;nenhum;2;bens imóveis;31;nenhum;própria;1;não especializado;2;não;bom
sem cheque;24;existente e pago;mobilia/equipamento;929;nenhuma economia conhecida;4<=X<7;4;masculino solteiro;nenhum;2;carro;31;stores;própria;1;especializado;1;sim;bom
sem cheque;4;crítica / outros de crédito existente;carro novo;1455;<100;4<=X<7;2;masculino solteiro;nenhum;1;bens imóveis;42;nenhum;própria;3;não especializado;2;sim;bom
<0;15;existente e pago;mobilia/equipamento;1845;<100;<1;4;fem div/cas;fiador;1;seguro de vida;46;nenhum;alugada;1;especializado;1;sim;bom
0<=X<200;48;sem créditos/todos pagos;carro novo;8358;500<=X<1000;<1;1;fem div/cas;nenhum;1;carro;30;nenhum;própria;2;especializado;1;sim;bom
<0;24;todos pagos;mobilia/equipamento;3349;500<=X<1000;<1;4;masculino solteiro;nenhum;4;nenhuma conhecida;30;nenhum;gratuitamente;1;especializado;2;sim;ruim
sem cheque;12;existente e pago;carro novo;2859;nenhuma economia conhecida;desempregado;4;masculino solteiro;nenhum;4;nenhuma conhecida;38;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;18;existente e pago;mobilia/equipamento;1533;<100;<1;4;masculino casado/viuvo;co requerente;1;seguro de vida;43;nenhum;própria;1;não especializado;2;sim;ruim
sem cheque;24;existente e pago;Computador/TV;3621;100<=X<500;>=7;2;masculino solteiro;nenhum;4;carro;31;nenhum;própria;2;especializado;1;sim;ruim
0<=X<200;18;crítica / outros de crédito existente;negócios;3590;<100;desempregado;3;masculino casado/viuvo;nenhum;3;carro;40;nenhum;própria;3;unemp/unespecializado non res;2;sim;bom
<0;36;atrasos anteriores;negócios;2145;<100;4<=X<7;2;masculino solteiro;nenhum;1;carro;24;nenhum;própria;2;especializado;1;sim;ruim
0<=X<200;24;existente e pago;carro usado;4113;500<=X<1000;<1;3;fem div/cas;nenhum;4;carro;28;nenhum;alugada;1;especializado;1;sim;ruim
sem cheque;36;existente e pago;mobilia/equipamento;10974;<100;desempregado;4;fem div/cas;nenhum;2;carro;26;nenhum;própria;2;alta qualificação/autonomo/Gerente;1;sim;ruim
<0;12;existente e pago;carro novo;1893;<100;1<=X<4;4;fem div/cas;fiador;4;seguro de vida;29;nenhum;própria;1;especializado;1;sim;bom
<0;24;crítica / outros de crédito existente;Computador/TV;1231;>=1000;>=7;4;fem div/cas;nenhum;4;seguro de vida;57;nenhum;alugada;2;alta qualificação/autonomo/Gerente;1;sim;bom
>=200;30;crítica / outros de crédito existente;Computador/TV;3656;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;seguro de vida;49;stores;própria;2;não especializado;1;sim;bom
0<=X<200;9;crítica / outros de crédito existente;Computador/TV;1154;<100;>=7;2;masculino solteiro;nenhum;4;bens imóveis;37;nenhum;própria;3;não especializado;1;sim;bom
<0;28;existente e pago;carro novo;4006;<100;1<=X<4;3;masculino solteiro;nenhum;2;carro;45;nenhum;própria;1;não especializado;1;sim;ruim
0<=X<200;24;existente e pago;mobilia/equipamento;3069;100<=X<500;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;30;nenhum;gratuitamente;1;especializado;1;sim;bom
